listing_name,building_name,apartment_number,address,add_lat,add_long,property_management_name,monthly_rent,property_type,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,utility_laundry,utility_wifi,included_appliances,parking_availability,parking_rates,parking_slots,parking_distance,parking_restrictions,parking_availability_status,pet_friendly,smoking_allowed,apartment_size,apartment_size_unit,is_furnished,lease_duration,availability_status,dist_hospital,dist_school,dist_restaurant,source,website,image,description,property_image,load_datetime,parking_address,dist_busstop,dist_downtown,dist_clayton_park,dist_rockingham,dist_larry_uteck_area,dist_central_halifax
BARRINGTON RETAIL SPACE FOR LEASE - Small Business,-1,-1,"Barrington Street, Halifax, NS",44.6591015,-63.5883149,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,1487.2475830426606,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1216834733775513,0.4355647211832963,0.5829567161716882,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/barrington-retail-space-for-lease-small-business/1686555114,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.757861,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.8001631547880094,1.0546053524709404,2.8543933832493407,2.959289585801799,5.602757984868355,1.6202369143444868
Dresden Row Office Space FOR LEASE,-1,-1,"Dresden Row, Halifax, NS",44.6428213,-63.5779042,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,140.0,200,97.5181593478623,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0400650244934291,0.1660831633100201,0.0359403268541142,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/dresden-row-office-space-for-lease/1681514104,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.758063,"1530 Birmingham St, Downtown Halifax, Halifax, NS, B3J 3T1",0.0838672356555771,0.20518283930104955,3.576033998891346,3.9204303969723937,6.6424008187656085,2.035409722098574
"6,000 SF Office Space Barrington St",-1,-1,"Barrington Street, Halifax, NS",44.6591015,-63.5883149,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,1487.2475830426606,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1216834733775513,0.4355647211832963,0.5829567161716882,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/6-000-sf-office-space-barrington-st/1669933000,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.758279,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.8001631547880094,1.0546053524709404,2.8543933832493407,2.959289585801799,5.602757984868355,1.6202369143444868
Halifax Summer Sublet 3 Bedroom 1 Bathroom,-1,-1,"Shirley St, Halifax, B3H 2N6",44.6441949,-63.5963334,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,808.8334942242826,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7644337371120061,0.5527236069211099,0.2732684436144381,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/halifax-summer-sublet-3-bedroom-1-bathroom/1686553113,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.758495,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.3263019019782465,0.9192979520231914,2.6975654732928014,3.1309449264009666,5.8672292853954735,1.1334130032652632
HAMMONDS PLAINS Equestrian Lane 2 Bedroom unit for May,-1,-1,"11 Equestrian Lane, Upper Hammonds Plains, NS, B4B 1P2",44.7590221,-63.8570611,-1,1950.0,-1,2.0,1.0,-1,0,0,0,0,-1,0,0.0,144,15372.350390322328,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,,2.4461055255288024,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/hammonds-plains-equestrian-lane-2-bedroom-unit-for-may/1686539014,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.758711,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4628588159641319,15.818839161102767,12.421007758244947,12.001479738292904,9.32569523488425,13.991950064835452
"Sublet one bedroom, partially furnished.",-1,-1,"Larch Street, Halifax, NS",44.6400561,-63.5965779,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,786.8213152666787,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.656742186554204,0.2668780415373779,0.3936466888178889,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/sublet-one-bedroom-partially-furnished/1686540604,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.758904,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.54249584564802,1.0059951983199449,2.816837744849025,3.313618477272402,6.0466179432765825,1.2418350046851152
"Beautifully furnished 2bed +den, 2 bath condo available.",-1,-1,"6095 Coburg Rd, Halifax, NS",44.6396156,-63.5898213,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,292.82901164236563,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3312353554973827,0.35039163991149,0.3168630201770648,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/beautifully-furnished-2bed-den-2-bath-condo-available/1686539830,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.759084,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.492067566069872,0.7293612432663373,3.124243634788348,3.580362249300315,6.316604486255613,1.549961969909826
Private room for rent in south end Halifax,-1,-1,"Edward St, Halifax, NS B3H 3J1",44.6408297,-63.5884289,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,135.0457908690488,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3187457868240873,0.4490216948928412,0.3060376658885905,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/private-room-for-rent-in-south-end-halifax/1686532972,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.759272,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.4217444251861883,0.6252743615486653,3.1487741814342822,3.579406720894359,6.315297609232728,1.5791971652788075
FULLY RENOVATED,-1,-1,"18 Penny Avenue, Halifax, NS",44.6210509,-63.62153189999999,Kijiji User,1600.0,-1,1.0,1.0,-1,0,0,0,0,24 Hour Security,0,434.0,189,3545.6259466429187,-1,-1,-1,-1,600,-1,-1,1 Year,-1,0.5900694227602874,1.130566607025215,0.85045455705176,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fully-renovated/1686532755,Kijiji.ca,Kijiji User,24 Hour Security,,2024-03-25 03:21:39.759486,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",1.08548570633351,2.7502022476715644,2.969278526836518,3.7943923406518882,6.2830505774165815,1.9577574121011811
1 bedroom apartment dog friendly in Clayton park,-1,-1,"179 Lacewood Dr, Halifax, NS B3M 2N9",44.663961,-63.6443458,Kijiji User,1850.0,-1,1.0,1.0,-1,0,0,0,0,Bicycle Parking,1,-1.0,-1,-1.0,-1,-1,-1,-1,750,-1,-1,1 Year,-1,0.552494692971629,0.0891179405198709,0.5388371471080752,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-dog-friendly-in-clayton-park/1686521874,Kijiji.ca,Kijiji User,Bicycle Parking,,2024-03-25 03:21:39.759706,,1.3548966820251855,3.510673281978476,0.27044001158370146,0.6525993692716586,3.2149819744936057,1.6391479061111034
1 Furnished Bedroom for rent from 1st March@  downtown halifax,-1,-1,"Halifax, NS B3J 3L8",44.6494249,-63.57778219999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,280.0,240,267.9494349791232,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4217785918458565,0.275114093581402,0.0781353933440772,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-furnished-bedroom-for-rent-from-1st-march-downtown-halifax/1686519507,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.759927,"1725 Market St, Downtown Halifax, Halifax, NS B3J 3N9",0.1056793628969254,0.2508438258621483,3.45484415655539,3.700062514650282,6.391781776873838,1.9915140558827817
38 Arlington Avenue - HOUSE FOR SALE !,-1,-1,"Dutch Village Road, Halifax, NS",44.6536386,-63.6301598,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,3580.3224779736775,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1535136426423044,0.1540914896058933,0.1798435828803486,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/38-arlington-avenue-house-for-sale/1686519281,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.760149,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.3708345130902956,2.636187811544441,0.9142890688055972,1.546628605646245,4.212172101294436,0.6618144597622191
4-5 BEDROOM FURNISHED EXECUTIVE HOME FOR RENT,-1,-1,"Highway 224, Shubenacadie, NS",45.0837902,-63.3993888,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,42120.7577398436,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.7202333553286185,0.3984550812373849,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/4-5-bedroom-furnished-executive-home-for-rent/1686512404,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.760341,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.2605933309124948,31.48853716227356,31.656386407326966,30.795807158168245,30.098149570909378,31.86823435035214
"Room Available for Rent, Just 700 Meters from DAL Main Campus!",-1,-1,"Chestnut Street, Halifax, NS",44.6411813,-63.5946727,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,627.1940716759029,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5937010063219611,0.3564020382665083,0.4160242140115855,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-available-for-rent-just-700-meters-from-dal-main-campus/1686510458,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.760540,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.4284895462379176,0.8897309173968079,2.8621345153468645,3.32933834215722,6.064956805844583,1.2875699543560288
Bedroom in a shared home west end Halifax,-1,-1,"Edinburgh St, Halifax, B3L 1W6",44.6514866,-63.6080005,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,1827.8274190603784,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4570528467397439,1.100630388330941,0.5704720302006046,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/bedroom-in-a-shared-home-west-end-halifax/1686508484,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.760735,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.912830828657208,1.538775303065325,1.9786209993257737,2.366770002847729,5.103014650286694,0.5241522688001987
FOR SALE: 429 St. Andrews Street,-1,-1,"Green Creek, NS B0N 2J0",45.2498066,-63.39098419999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,59097.40161459633,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/for-sale:-429-st-andrews-street/1686503434,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.760927,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",1.1053519798161056,42.703652299132706,42.58903770194131,41.70432294729703,40.71646261179402,42.93738755403439
Furnished 1 Bed 1 Bath unit for Rent including utilities,-1,-1,"Halifax, NS B3M",44.6809479,-63.6946774,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,8527.248810313353,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.1279809382600363,1.1935312494511563,0.999046988549058,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-1-bed-1-bath-unit-for-rent-including-utilities/1686493346,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.761122,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.9664393974693052,6.249413012042067,2.782120668601119,2.5058322600327094,1.295981935864538,4.356919802413599
"681 Sandwick Drive Hammonds Plains, Nova Scotia",-1,-1,"681 Sandwick Drive, Hammonds Plains, NS, B4B0H3",44.7711851,-63.7611018,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,7988.2686979435975,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.4671112045586545,1.2335626056321058,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/681-sandwick-drive-hammonds-plains-nova-scotia/1686475629,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.761368,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.6310004331897067,12.506775175236049,9.520828734620563,8.848595958321367,6.167175663851747,10.970459207262252
Fully furnished bedroom for rent,-1,-1,"North Street, Halifax, NS",44.6537151,-63.5962044,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,1175.7849927728168,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2378531549509265,0.5411187662884516,0.4553674134521585,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/fully-furnished-bedroom-for-rent/1686463985,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.761572,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.553711179795945,1.058552770616506,2.505850085121487,2.75915085583201,5.47147916164179,1.125428419296114
"Fully-Furnished, Self-Contained, 1-Bedroom Unit",-1,-1,"Brook Street, Halifax, NS",44.6428735,-63.630418,Kijiji User,1900.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,3468.6405784941226,-1,-1,-1,-1,950,-1,-1,Month-to-month,-1,0.8201822457964012,0.5563232129613762,0.3407583226426858,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fully-furnished-self-contained-1-bedroom-unit/1686459587,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.761798,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.4446875948688215,2.6006993865887758,1.4318200203576865,2.226032743756626,4.783191174755798,0.7488077707163694
Parking on Windsor Street in Halifax,-1,-1,"2712 Windsor Street, Halifax, NS, B3K 5E2",44.6530193,-63.6008417,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,1400.223002904238,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1613028934034724,0.6273484256335576,0.3970063978429712,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-windsor-street-in-halifax/1624186513,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.762014,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.6618266633466879,1.2396847768046702,2.2914842466148997,2.588584161011948,5.3141278564031955,0.8925294125233588
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,-1,-1,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",44.6289951,-63.57131649999999,-1,-1.0,-1,1.0,1.0,-1,0,0,0,0,"Bicycle Parking, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.6446215114792891,0.4073005093969006,0.8685388553415574,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji.ca,-1,"Bicycle Parking, Elevator in Building",,2024-03-25 03:21:39.762200,,0.4296603651349089,1.2033250492979874,4.277382986391547,4.750427678630918,7.486715043254757,2.702810248863951
RETAIL / RESTAURANT SPACE FOR LEASE SPRING GARDEN ROAD,-1,-1,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",44.6423686,-63.57877669999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,574.0,300,98.47764734399388,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0702663538019339,0.2157522849708266,0.0227316980456261,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/retail-restaurant-space-for-lease-spring-garden-road/1626751717,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.762414,"1531 South Park St, Downtown Halifax, Halifax, NS B3J 4B3",0.0459834678156862,0.24106581545672942,3.546366065834653,3.901362690685579,6.625951721321292,2.0007329847275477
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,-1,-1,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",44.643162,-63.5799764,-1,-1.0,-1,1.0,1.0,-1,0,0,0,0,"Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.0833952446013822,0.2648158845354665,0.0727663062941495,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji.ca,-1,"Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",,2024-03-25 03:21:39.762634,,0.037740670173062,0.21045914645991276,3.471957018639948,3.821868060796807,6.545879783115029,1.9305848204196252
PRIME CREATIVE COMMERCIAL SPACE FOR LEASE,-1,-1,"1327-1329 Barrington, Halifax, NS, B3J 1Y9",44.6423855,-63.57128969999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,4344.0,62,195.66943475327125,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3331057604210314,0.1759762494296843,0.2387021861665857,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/prime-creative-commercial-space-for-lease/1661894214,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.762823,"1247-1251 Hollis StSouth EndHalifax, NS B3J 1T5",0.0464504516673449,0.39866576170401763,3.893989347529294,4.213986690516058,6.926591139327273,2.36048893526487
NEW! 1 & 2 bdrm apartments: $1895-$2495/mth;  Hammonds Plains,-1,-1,"Appaloosa Run, Hammonds Plains, NS",44.7271332,-63.7487395,Kijiji User,1995.0,-1,1.0,1.5,-1,0,0,0,0,Elevator in Building,0,0.0,144,7428.919796152815,-1,-1,-1,-1,1010,-1,-1,1 Year,-1,,0.1651575265884896,0.20521191091198,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-1-2-bdrm-apartments:-1895-2495-mth-hammonds-plains/1685373425,Kijiji.ca,Kijiji User,Elevator in Building,,2024-03-25 03:21:39.763024,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.1651575265884896,10.120961384787128,6.841982162039548,6.316877845022531,3.5935408692176503,8.38081989755843
Furnished All inclusive Clayton Park West May 1st,-1,-1,"Halifax, NS B3M 4J4",44.6704053,-63.66646229999999,Kijiji User,1850.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,6915.289491120521,-1,-1,-1,-1,930,-1,-1,1 Year,-1,0.8494709183900332,0.2295750461009449,0.1546171289638794,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/furnished-all-inclusive-clayton-park-west-may-1st/1688933832,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.763221,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.7435102160982692,4.687600775433507,1.2185878290220662,1.0810871939190092,2.2252590639977345,2.7899527059153506
Ready Jan 1st One Bedroom + Den Apartment in Clayton Park,-1,-1,"333 Main Avenue, Halifax, NS, B3S 0B6",44.6514855,-63.653567,-1,2095.0,-1,1.0,1.0,-1,0,0,0,0,"Gym, Bicycle Parking, Storage Space, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,1250,-1,-1,1 Year,-1,0.1241463023579916,0.6070231129240091,0.6966461748701541,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ready-jan-1st-one-bedroom-den-apartment-in-clayton-park/1667688538,Kijiji.ca,-1,"Gym, Bicycle Parking, Storage Space, Elevator in Building",,2024-03-25 03:21:39.763416,,0.9631898769139912,3.7543781864334806,0.7071092316656229,1.5721566532477944,3.6776936636013025,1.750484575072542
Unlimited office access in Founders Square,-1,-1,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",44.6473148,-63.5723688,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,18,135.57838718621394,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4016147723438878,0.2969413270081621,0.1021671817409092,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/unlimited-office-access-in-founders-square/1512520861,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.763610,"Maritime Museum of the Atlantic, 1655 Lower Water St, Downtown Halifax, Halifax, NS B3J 1S3",0.1511910770799201,0.2885025758006884,3.7479162638822037,4.003910929162184,6.695178709457953,2.262537777395716
"LOT PUN16 61 Puncheon Way West Bedford, Nova Scotia",-1,-1,"LOT PUN16 61 Puncheon Way, West Bedford, NS, B4B2L1",44.707819,-63.72534529999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,7143.917734066739,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.423752008820617,0.7418404788808808,1.231523561067508,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-pun16-61-puncheon-way-west-bedford-nova-scotia/1652144407,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.763804,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4192002474757487,8.436336385874931,5.096392447366005,4.61927411083829,1.9677320977778714,6.648157377437903
2 Beds 2 Baths - Apartment in Queen's Marque,-1,-1,"1715 Lower Water Street, Halifax, NS",44.6481405,-63.5714612,Kijiji User,3660.0,-1,2.0,2.0,-1,0,0,0,0,"Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,989,-1,-1,1 Year,-1,0.4733941708857608,0.3457903327531062,0.1634465236651263,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-beds-2-baths-apartment-in-queens-marque/1686416702,Kijiji.ca,Kijiji User,"Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",,2024-03-25 03:21:39.764006,,0.2061092958554197,0.35286307216219026,3.7782907380295443,4.018810086518616,6.70299647703277,2.304488521674625
Private Room For rent,-1,-1,"Halifax, NS B3H 3H8",44.6404729,-63.5879093,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,113.99643777668935,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2847307479588709,0.4539392957140145,0.2704975038553145,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent/1686412629,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.764199,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.4374746281935042,0.6183227888860752,3.182474655520046,3.614816831925287,6.350735264340989,1.612175512151817
Bedroom,-1,-1,"Gorsebud Close, Halifax, NS",44.6753812,-63.6758607,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,7821.272076506878,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.419379978594361,0.2624178115812435,0.5408006918463759,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/bedroom/1670545376,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.764388,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.654762226742237,5.245863773114619,1.7950573247352624,1.5302073659530187,1.7248954540934809,3.364668285774812
Need room,-1,-1,"1312 Birmingham St, Halifax, B3J 2J2",44.640828,-63.57596109999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,140.0,200,327.97484138036583,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2060918698934397,0.1847139755725023,0.1762941623781907,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/need-room/1686407989,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.764581,"1530 Birmingham St, Downtown Halifax, Halifax, NS, B3J 3T1",0.1461269005726679,0.3548028672130957,3.7139257061366853,4.075807288012091,6.8007876478492255,2.1621126093126755
A room for rent in a 3bedroom 2.5bath,-1,-1,"34 Northumberland Ln, Halifax, B3M 1R7",44.6740482,-63.647479,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,5774.070044432091,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.954860232271526,0.0292793434609826,0.1269700135793181,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/a-room-for-rent-in-a-3bedroom-2-5bath/1686404574,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.764785,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.214528834647856,3.9486820785630665,0.9529190526155584,0.1333974112693912,2.6119230529899347,2.236869292689415
One bedroom for sublet,-1,-1,"Halifax, NS B3S 1E4",44.6626691,-63.6652593,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,6531.405688265943,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5191499072657096,0.4138950184600492,0.5242073425485374,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/one-bedroom-for-sublet/1686391588,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.764978,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.2066675710304518,4.464436109742243,0.9531449307386107,1.2462356954623728,2.733224356791416,2.496911666192603
"6 Wren Street Halifax, Nova Scotia",-1,-1,"6 Wren Street, Halifax, NS, B3M2R2",44.67482039999999,-63.65134809999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,6078.96448952218,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.951541687622194,0.1026013584882101,0.1976422180207848,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/6-wren-street-halifax-nova-scotia/1686370356,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.765194,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.3699816706777013,4.1410586764393305,1.035604987086197,0.33116105820610103,2.434927545874816,2.40322246020874
"3 Titanium Crescent Halifax Regional Municipality, Nova Scotia",-1,-1,"3 Titanium Crescent, Halifax Regional Municipality, NS, B3P0J3",44.6043096,-63.601531,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,3500.4713580166904,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0620959682141282,0.444325108337367,0.8280299558287334,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/3-titanium-crescent-halifax-regional-municipality-nova-scotia/1686368001,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.765597,"920 Tower Rd, South End, Halifax, NS B3H 1K8",1.1727503791371652,3.0938200574268375,4.448353674395201,5.228613518427172,7.786213449530702,3.2134701860800075
"DUF21 17 Duff Court Bedford West, Nova Scotia",-1,-1,"DUF21 17 Duff Court, Bedford West, NS, B4B2P2",44.708148,-63.7204348,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,6853.480726195551,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.1834764371780744,0.555125421962987,1.335320896351379,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/duf21-17-duff-court-bedford-west-nova-scotia/1686368018,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.765796,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4918480024498362,8.24064986357791,4.92902945740526,4.425884395601616,1.7475695621788594,6.471945248897572
