listing_name,address,property_management_name,monthly_rent,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,wifi_included,utility_laundry,included_appliances,parking_availability,apartment_size,apartment_size_unit,is_furnished,availability_status,image,description,source,website
William Plaza,"6058 Pepperell Street, Halifax, NS B3H 2N7",SouthWest,-1,3,1,1,1,-1,-1,1,"['Fridge', 'Stove']",2,1119,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/3_449641_2388783.jpg?crop=(0,0,300,217)&cropxunits=300&cropyunits=217&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/3_449641_2388784.jpg?crop=(0,0,300,217)&cropxunits=300&cropyunits=217&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaLiving.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaLive2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaHall2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaDining.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/449641/WilliamPlazaKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",3-bedroom 1 bathroom unit at William Plaza. Includes heat & hot water. Laundry facilities on-site. Conveniently located near Quinpool Road. Pet policy allows cats.,http://apartments.southwest.ca/apartments/ns/halifax/william-plaza/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
David Plaza,"6080 Pepperell Street, Halifax, NS B3H 2N7",SouthWest,-1,1,1,-1,1,-1,-1,3,"['Refrigerator', 'Stove']",2,617,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior3.jpg?crop=(0,0,300,224)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Bathroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Den.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Kitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room 2 Plus.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room 2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room.jpg?&quality=85']","Welcome to David Plaza, a four storey building situated in Central Halifax. Located on a quiet, residential and tree-lined street. Just steps away from Quinpool Road - for shopping, dining, and enjoying cafes and the movie theatre. Units feature wooden parquet floors, large windows for maximum light, and more. Perfect location to bike or walk to all amenities.",http://apartments.southwest.ca/apartments/ns/halifax/david-plaza/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
David Plaza,"6080 Pepperell Street, Halifax, NS B3H 2N7",SouthWest,-1,2,1,-1,1,-1,-1,3,"['Refrigerator', 'Stove']",2,854,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior3.jpg?crop=(0,0,300,224)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Bathroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Den.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Kitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room 2 Plus.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room 2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room.jpg?&quality=85']","Welcome to David Plaza, a four storey building situated in Central Halifax. Located on a quiet, residential and tree-lined street. Just steps away from Quinpool Road - for shopping, dining, and enjoying cafes and the movie theatre. Units feature wooden parquet floors, large windows for maximum light, and more. Perfect location to bike or walk to all amenities.",http://apartments.southwest.ca/apartments/ns/halifax/david-plaza/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
David Plaza,"6080 Pepperell Street, Halifax, NS B3H 2N7",SouthWest,-1,3,2,-1,1,-1,-1,3,"['Refrigerator', 'Stove']",2,1119,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/DavidPlazaExterior3.jpg?crop=(0,0,300,224)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Bathroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Den.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Kitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room 2 Plus.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room 2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/477897/11 Room.jpg?&quality=85']","Welcome to David Plaza, a four storey building situated in Central Halifax. Located on a quiet, residential and tree-lined street. Just steps away from Quinpool Road - for shopping, dining, and enjoying cafes and the movie theatre. Units feature wooden parquet floors, large windows for maximum light, and more. Perfect location to bike or walk to all amenities.",http://apartments.southwest.ca/apartments/ns/halifax/david-plaza/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
MAPLE Studios with balcony and city views,"1583 Hollis Street, Halifax, NS B3J 0E4",SouthWest,-1,1,1,-1,-1,-1,-1,3,"['Stainless steel appliances', 'In-suite laundry']",2,476,sq. ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLE1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEKitchen2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEBath2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEFitness.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEpool.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELounge.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEpetfriendly.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLERun.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLESail.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Lobby Fireplace.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/The Great Room.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Games Room.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Model Suite (One Bedroom).JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","MAPLE Studios with balcony and city views. Ideal for the young urbanite, executives, and professionals, MAPLE offers all the conveniences and amenities of a vibrant urban lifestyle.",http://apartments.southwest.ca/apartments/ns/halifax/maple-2/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Luxurious 2 bedroom MAPLE Suite,"1583 Hollis Street, Halifax, NS B3J 0E4",SouthWest,-1,2,2,-1,-1,-1,-1,3,"['Stainless steel appliances', 'In-suite laundry']",2,836,sq. ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLE1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEKitchen2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEBath2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEFitness.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEpool.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELounge.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEpetfriendly.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLERun.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLESail.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Lobby Fireplace.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/The Great Room.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Games Room.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Model Suite (One Bedroom).JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Luxurious 2 bedroom MAPLE Suite, featuring stainless steel appliances, in-suite laundry, and large living and entertaining areas.",http://apartments.southwest.ca/apartments/ns/halifax/maple-2/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Spacious Maple 3 bedrooms + den with stunning harbour views,"1583 Hollis Street, Halifax, NS B3J 0E4",SouthWest,-1,3,2.5,-1,-1,-1,-1,3,"['Stainless steel appliances', 'In-suite laundry']",2,1102,sq. ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLE1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEKitchen2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEUnit2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEBath2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEFitness.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEpool.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELounge.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLELife3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLEpetfriendly.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLERun.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/MAPLESail.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Lobby Fireplace.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/The Great Room.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Games Room.JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538448/Model Suite (One Bedroom).JPG?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Spacious Maple 3 bedrooms + den with stunning harbour views. Ideal for those who enjoy spacious living and beautiful views.,http://apartments.southwest.ca/apartments/ns/halifax/maple-2/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Place,"3055 Olivet Street, Halifax, NS B3L 3Z8",SouthWest,-1,0,1,1,1,-1,-1,3,"['Refrigerator', 'Stove']",0,465,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/Olivet Place - 3055 Olivet Street.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceExterior.jpg?crop=(0,0,300,222)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceCloset.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Welcome to Olivet Place, a studio apartment located in the West End of Halifax with heat & hot water included. Laundry facilities available with a clean and well-maintained building. On main bus routes and close to all amenities.",https://apartments.southwest.ca/apartments/ns/halifax/olivet-place/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Place,"3055 Olivet Street, Halifax, NS B3L 3Z8",SouthWest,-1,1,1,1,1,-1,-1,3,"['Refrigerator', 'Stove']",0,631,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/Olivet Place - 3055 Olivet Street.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceExterior.jpg?crop=(0,0,300,222)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceCloset.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Welcome to Olivet Place, a 1-bedroom apartment located in the West End of Halifax with heat & hot water included. Laundry facilities available with a clean and well-maintained building. On main bus routes and close to all amenities.",https://apartments.southwest.ca/apartments/ns/halifax/olivet-place/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Place,"3055 Olivet Street, Halifax, NS B3L 3Z8",SouthWest,-1,2,1,1,1,-1,-1,3,"['Refrigerator', 'Stove']",0,651,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/Olivet Place - 3055 Olivet Street.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceExterior.jpg?crop=(0,0,300,222)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceCloset.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480430/OlivetPlaceBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Welcome to Olivet Place, a 2-bedroom apartment located in the West End of Halifax with heat & hot water included. Laundry facilities available with a clean and well-maintained building. On main bus routes and close to all amenities.",https://apartments.southwest.ca/apartments/ns/halifax/olivet-place/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Gardens - Style A,"3083 Olivet Street, Halifax, NS B3L 4R2",Christine Goodridge,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,462,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/Olivet Gardens Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBackyard.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBed2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBedroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardesUnit3.jpg?&quality=85']",Style A - Studio apartment featuring 1 bathroom and 462 Sq.Ft. RENT INCLUDES: HEAT & HOT WATER. Building amenities include laundry facilities and secure building access.,http://apartments.southwest.ca/apartments/ns/halifax/olivet-gardens/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Olivet Gardens - Style B,"3083 Olivet Street, Halifax, NS B3L 4R2",Christine Goodridge,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,524,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/Olivet Gardens Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBackyard.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBed2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensBedroom.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensKitchen2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardensUnit2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480428/OlivetGardesUnit3.jpg?&quality=85']",Style B - 1-bedroom apartment with 1 bathroom and 524 Sq.Ft. RENT INCLUDES: HEAT & HOT WATER. Building amenities include laundry facilities and secure building access.,http://apartments.southwest.ca/apartments/ns/halifax/olivet-gardens/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
